SKU,Nombre_Producto,Marca,Categoria_Clasificada,Departamento,Precio_Lista_Original_MXN,Precio_Venta_Inauguracion_MXN,Precio_Mayoreo_10pzs_MXN,Cashback_5pct_MXN,Distribuidor,Disponibilidad,Descripcion_Completa,Imagen_Local,URL_CDN
CABBEL050,"Cable de Video HDMI BELDEN HDE020MB Alta Velocidad, 4K, Color negro. Espacio ambiental: Interio",HDMI,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",3706.43,2779.82,2541.55,138.99,CT Internacional,,"Cable de Video HDMI BELDEN HDE020MB Alta Velocidad, 4K, Color negro. Espacio ambiental: Interior. Aplicaciones adecuadas: Señalización digital, monitores de computadora, proyectores, consolas de juegos, reproductores de DVD. Conexión HDMI tipo A. Conjunto de cable HDMI compatible con Ethernet de alta velocidad, compatible con 1080p @ 60Hz, 4K UHD @ 30Hz Longitud: 20 metros.",,https://static.ctonline.mx/imagenes/CABBEL050/CABBEL050_800.jpg
CABBEL060,Cable Coaxial Belden 533945X 0101000 Para Camaras De Seguridad Cctv Rg6 Conductor Y Malla 95% D,533945X,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",13313.40,9985.05,9129.19,499.25,CT Internacional,,Cable Coaxial Belden 533945X 0101000 Para Camaras De Seguridad Cctv Rg6 Conductor Y Malla 95% De Cobre 305Mto Negro,,https://static.ctonline.mx/imagenes/CABBEL060/CABBEL060_800.jpg
ACCBEL1140,"5501UE 0081000 Cable Para Seguridad Y Sonido BELDEN, Forro Pvc Gris Cmr 3/22Awg 3 Conductores C",5501UE,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",6145.30,4608.97,4213.92,230.45,CT Internacional,,"5501UE 0081000 Cable Para Seguridad Y Sonido BELDEN, Forro Pvc Gris Cmr 3/22Awg 3 Conductores Calibre 22 Awg Multifilar 100% Cobre Uso Interior Bobina 1000 Pies 305 Metros.",,https://static.ctonline.mx/imagenes/ACCBEL1140/ACCBEL1140_800.jpg
CABBEL150,Cable de seguridad y sonido BELDEN 5300ue 008u1000 / interior / gris / 2 conductores / 18 awg /,PC CUSTOM,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",7398.93,5549.20,5073.55,277.46,CT Internacional,,"Cable de seguridad y sonido BELDEN 5300ue 008u1000 / interior / gris / 2 conductores / 18 awg / forro pvc / cmr / en caja / 1,000 pies 305 metros",,https://static.ctonline.mx/imagenes/CABBEL150/CABBEL150_800.jpg
ACCBEL1390,Conector FX BRILLIANCE MONOMODO BELDEN AX105203-S1 / OS2 / Azul / LC,BRILLIANCE,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",616.58,462.43,422.80,23.12,CT Internacional,,Conector FX BRILLIANCE MONOMODO BELDEN AX105203-S1 / OS2 / Azul / LC,,https://static.ctonline.mx/imagenes/ACCBEL1390/ACCBEL1390_800.jpg
ACCBEL1150,Conector Modular Jack RJ45 CAT6 BELDEN RV6MJKUEW-S1 Revconnect Estilo Keyconnect Blanco 9 Esque,RJ45,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",223.84,167.88,153.49,8.39,CT Internacional,,Conector Modular Jack RJ45 CAT6 BELDEN RV6MJKUEW-S1 Revconnect Estilo Keyconnect Blanco 9 Esquema De Cableado T568A/B  Uso Interior Calibre Del Conductor 23-24 Awg,,https://static.ctonline.mx/imagenes/ACCBEL1150/ACCBEL1150_800.jpg
ACCBEL1010,"Conector Modular Jack Rj45 Cat6 BELDEN AX101321 Estilo Keyconnect Negro, Uso Interior, Calibre ",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",128.43,96.32,88.07,4.82,CT Internacional,,"Conector Modular Jack Rj45 Cat6 BELDEN AX101321 Estilo Keyconnect Negro, Uso Interior, Calibre Del Conductor 22-24 Awg, Esquema de cableado:T568A / B",,https://static.ctonline.mx/imagenes/ACCBEL1010/ACCBEL1010_800.jpg
ACCBEL380,Conector Jack BELDEN AX101320 RJ45 CAT6 color blanco. Esquema de cableado: T568A / B. Tipo: Key,BELDEN,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",130.76,98.07,89.66,4.90,CT Internacional,,"Conector Jack BELDEN AX101320 RJ45 CAT6 color blanco. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad de herramientas de conexión Belden 110, estación de terminación MediaFlex. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect.",,https://static.ctonline.mx/imagenes/ACCBEL380/ACCBEL380_800.jpg
ACCBEL060,Conector Jack BELDEN AX101326 RJ45 CAT6 color azul. Esquema de cableado: T568A / B. Tipo: KeyCo,BELDEN,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",130.76,98.07,89.66,4.90,CT Internacional,,"Conector Jack BELDEN AX101326 RJ45 CAT6 color azul. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad de herramientas de conexión Belden 110, estación de terminación MediaFlex. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect.",,https://static.ctonline.mx/imagenes/ACCBEL060/ACCBEL060_800.jpg
ACCBEL530,"Conector Jack BELDEN AX101309 RJ45 CAT5E, ISO Clase D, 1000 BASE-T color blanco. Esquema de cab",BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",192.19,144.14,131.78,7.21,CT Internacional,,"Conector Jack BELDEN AX101309 RJ45 CAT5E, ISO Clase D, 1000 BASE-T color blanco. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad de herramientas de conexión Belden 110, estación de terminación MediaFlex. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect.",,https://static.ctonline.mx/imagenes/ACCBEL530/ACCBEL530_800.jpg
ACCBEL470,Conector Jack BELDEN AX102282 RJ45 CAT6A T568A/B BCO. Espacio ambiental: Interior. Aplicaciones,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",400.19,300.14,274.42,15.01,CT Internacional,,"Conector Jack BELDEN AX102282 RJ45 CAT6A T568A/B BCO. Espacio ambiental: Interior. Aplicaciones adecuadas: Sistema IBDN 10GX, TIA Categoría 6A, ISO Clase EA, 10GBASE-T. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad con herramientas de conexión Belden 110. Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect. Color Blanco.",,https://static.ctonline.mx/imagenes/ACCBEL470/ACCBEL470_800.jpg
ACCBEL480,Conector Jack BELDEN AX102288 RJ45 CAT6A T568A/B. Espacio ambiental: Interior. Aplicaciones ade,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",450.00,337.50,308.57,16.88,CT Internacional,,"Conector Jack BELDEN AX102288 RJ45 CAT6A T568A/B. Espacio ambiental: Interior. Aplicaciones adecuadas: Sistema IBDN 10GX, TIA Categoría 6A, ISO Clase EA, 10GBASE-T. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad con herramientas de conexión Belden 110. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect. Color Azul.",,https://static.ctonline.mx/imagenes/ACCBEL480/ACCBEL480_800.jpg
ACCBEL550,Conector Jack modular BELDEN REVConnect RV6MJKUTB-S1 RJ45 CAT6 T568 A/B Azul. tipo RJ45 para pl,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",202.41,151.80,138.79,7.59,CT Internacional,,Conector Jack modular BELDEN REVConnect RV6MJKUTB-S1 RJ45 CAT6 T568 A/B Azul. tipo RJ45 para placas de pared y patch panel BELDEN KeyConnect. Esquema de cableado TIA568A/B. Uso interior.,,https://static.ctonline.mx/imagenes/ACCBEL550/ACCBEL550_800.jpg
ACCBEL610,Conector Jack BELDEN AX104193 RJ45 CAT6 color azul. Esquema de cableado: T568A / B. Tipo: KeyCo,BELDEN,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",155.89,116.92,106.90,5.85,CT Internacional,,"Conector Jack BELDEN AX104193 RJ45 CAT6 color azul. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad de herramientas de conexión Belden 110, estación de terminación MediaFlex. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect.",,https://static.ctonline.mx/imagenes/ACCBEL610/ACCBEL610_800.jpg
ACCBEL620,Conector Jack BELDEN AX104190 RJ45 CAT6 color Rojo. Esquema de cableado: T568A / B. Tipo: KeyCo,BELDEN,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",151.24,113.43,103.70,5.67,CT Internacional,,"Conector Jack BELDEN AX104190 RJ45 CAT6 color Rojo. Esquema de cableado: T568A / B. Tipo: KeyConnect. Compatibilidad de herramientas de conexión Belden 110, estación de terminación MediaFlex. Partes relacionadas: Compatible con las placas frontales, adaptadores, cajas y paneles de conexión de KeyConnect.",,https://static.ctonline.mx/imagenes/ACCBEL620/ACCBEL620_800.jpg
ACCBEL630,Conector Plug RJ45 CAPFCU-B25 CAT6/CAT6A BELDEN paquete con 25 piezas. Aplicaciones: TIA Catego,RJ45,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",756.66,567.50,518.86,28.38,CT Internacional,,"Conector Plug RJ45 CAPFCU-B25 CAT6/CAT6A BELDEN paquete con 25 piezas. Aplicaciones: TIA Category 6 & TIA Category 6A, ISO Class E, ISO Class EA, 1000BASE-T, 10GBase-T. Cumple con los requisitos de ANSI / TIA-1096-A. Color transparente. uso interior",,https://static.ctonline.mx/imagenes/ACCBEL630/ACCBEL630_800.jpg
ACCBEL510,Organizador horizontal BELDEN 9512-1902N 2UR con tapa. Ocupa 2 unidades de rack. Cubierta con l,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",1866.93,1400.20,1280.18,70.01,CT Internacional,,Organizador horizontal BELDEN 9512-1902N 2UR con tapa. Ocupa 2 unidades de rack. Cubierta con lengüetas.,,https://static.ctonline.mx/imagenes/ACCBEL510/ACCBEL510_800.jpg
ACCBEL520,"Organizador vertical BELDEN VCMFDR4X4 con tapa. Ideal para rack de 84""/45UR de 2 postes. 4"" de ",BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",6095.95,4571.96,4180.08,228.60,CT Internacional,,"Organizador vertical BELDEN VCMFDR4X4 con tapa. Ideal para rack de 84""/45UR de 2 postes. 4"" de ancho y 4"" de profundidad.",,https://static.ctonline.mx/imagenes/ACCBEL520/ACCBEL520_800.jpg
ACCBEL1420,PATCH CORD UTP CAT6+ BELDEN C601109007 / INTERIOR / BLANCO / 4 PARES / 24 AWG / FORRO PVC / CMR,PATCH,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",312.71,234.53,214.43,11.73,CT Internacional,,PATCH CORD UTP CAT6+ BELDEN C601109007 / INTERIOR / BLANCO / 4 PARES / 24 AWG / FORRO PVC / CMR / 7 PIES 2.1 METROS,,https://static.ctonline.mx/imagenes/ACCBEL1420/ACCBEL1420_800.jpg
CABBEL240,Patch Cord utp cat6+ BELDEN C601108007 / interior / gris / 4 pares / 24 awg / forro pvc / cmr /,PC CUSTOM,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",302.47,226.85,207.41,11.34,CT Internacional,,Patch Cord utp cat6+ BELDEN C601108007 / interior / gris / 4 pares / 24 awg / forro pvc / cmr / 7 pies 2.1 metros,,https://static.ctonline.mx/imagenes/CABBEL240/CABBEL240_800.jpg
ACCBEL360,"Patch cord UTP CAT6 BELDEN, 4 ft 1.2 metros color azul. Conductor calibre 24 AWG. Tipo Solido. ",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",267.57,200.68,183.48,10.03,CT Internacional,,"Patch cord UTP CAT6 BELDEN, 4 ft 1.2 metros color azul. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. C601106004, Uso interior.",,https://static.ctonline.mx/imagenes/ACCBEL360/ACCBEL360_800.jpg
ACCBEL090,"Patch cord UTP CAT6 BELDEN 7 ft 2.1 metros, color azul. Conductor calibre 24 AWG. Tipo Solido. ",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",321.55,241.16,220.49,12.06,CT Internacional,,"Patch cord UTP CAT6 BELDEN 7 ft 2.1 metros, color azul. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Rango de temperatura de funcionamiento: -10 A 60 grados centígrados. Máxima tensión de tracción recomendada: 25 lbs. C601106007, Uso interior",,https://static.ctonline.mx/imagenes/ACCBEL090/ACCBEL090_800.jpg
ACCBEL370,"Patch cord UTP CAT6 BELDEN 10 ft 3 metros, color azul. Conductor calibre 24 AWG. Tipo Solido. 1",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",391.82,293.87,268.68,14.69,CT Internacional,,"Patch cord UTP CAT6 BELDEN 10 ft 3 metros, color azul. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. C601106010, Uso interior",,https://static.ctonline.mx/imagenes/ACCBEL370/ACCBEL370_800.jpg
ACCBEL080,"Patch cord UTP CAT6 BELDEN, 4 ft 1.2 metros color blanco. Conductor calibre 24 AWG. Tipo Solido",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",267.57,200.68,183.48,10.03,CT Internacional,,"Patch cord UTP CAT6 BELDEN, 4 ft 1.2 metros color blanco. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. C601109004, Uso interior.",,https://static.ctonline.mx/imagenes/ACCBEL080/ACCBEL080_800.jpg
ACCBEL350,"Patch cord UTP CAT6 BELDEN 10 ft 3 metros, color blanco. Conductor calibre 24 AWG. Tipo Solido.",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",371.81,278.85,254.95,13.94,CT Internacional,,"Patch cord UTP CAT6 BELDEN 10 ft 3 metros, color blanco. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. C601109010, Uso interior.",,https://static.ctonline.mx/imagenes/ACCBEL350/ACCBEL350_800.jpg
ACCBEL270,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21106004 4 ft 1.2 Metros. Conductor ca",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",450.45,337.84,308.88,16.89,CT Internacional,,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21106004 4 ft 1.2 Metros. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Color Azul. Partes relacionadas: Jack modulares 10GX, patch panel CAT 10GX. Plug / Jack Compatibilidad: RJ45.",,https://static.ctonline.mx/imagenes/ACCBEL270/ACCBEL270_800.jpg
ACCBEL280,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B. BELDEN CA21106007 7 ft 2.1 Metros. Conductor ca",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",447.19,335.40,306.65,16.77,CT Internacional,,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B. BELDEN CA21106007 7 ft 2.1 Metros. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Color Azul. Partes relacionadas: Jack modulares 10GX, patch panel CAT 10GX. Plug / Jack Compatibilidad: RJ45",,https://static.ctonline.mx/imagenes/ACCBEL280/ACCBEL280_800.jpg
ACCBEL290,"Patchcord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21106010 10 ft 3 Metros. Conductor cali",UTP,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",520.73,390.55,357.07,19.53,CT Internacional,,"Patchcord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21106010 10 ft 3 Metros. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Numero de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Color Azul. Partes relacionadas: Jack modulares 10GX, patch panel CAT 10GX. Plug / Jack Compatibilidad: RJ45.",,https://static.ctonline.mx/imagenes/ACCBEL290/ACCBEL290_800.jpg
ACCBEL460,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21109004 4 ft 1.2 Metros. Conductor ca",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",459.29,344.47,314.94,17.22,CT Internacional,,"Patch cord UTP CAT6A, CMR, T568A / B-T568A / B, BELDEN CA21109004 4 ft 1.2 Metros. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Color Blanco. Partes relacionadas: Jack modulares 10GX, patch panel CAT 10GX. Plug / Jack Compatibilidad: RJ45",,https://static.ctonline.mx/imagenes/ACCBEL460/ACCBEL460_800.jpg
ACCBEL440,"Patch cord UTP CAT6A BELDEN CA21109007 7 ft 2.1 metros, color blanco. CMR, T568A / B-T568A / B.",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",428.59,321.44,293.89,16.07,CT Internacional,,"Patch cord UTP CAT6A BELDEN CA21109007 7 ft 2.1 metros, color blanco. CMR, T568A / B-T568A / B. Conductor calibre 24 AWG Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Partes relacionadas: jack modulares 10GX, patch panel CAT 10GX. Plug / Jack Compatibilidad: RJ45.",,https://static.ctonline.mx/imagenes/ACCBEL440/ACCBEL440_800.jpg
ACCBEL450,"Patch cord UTP CAT6A CMR, T568A / B-T568A / B. BELDEN CA21109010 10 ft 3 Metros. Conductor cali",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",550.95,413.21,377.80,20.66,CT Internacional,,"Patch cord UTP CAT6A CMR, T568A / B-T568A / B. BELDEN CA21109010 10 ft 3 Metros. Conductor calibre 24 AWG. Tipo Solido. 100% cobre. Número de conductores 8. Máxima tensión de tracción recomendada: 25 lbs. Uso interior. Color Blanco. Partes relacionadas: Jack modulares 10GX, patchpanel CAT 10GX. Plug / Jack Compatibilidad: RJ45.",,https://static.ctonline.mx/imagenes/ACCBEL450/ACCBEL450_800.jpg
ACCBEL640,"Patch cord UTP CAT6A Blindado BELDEN, 5 ft 1.5 metros color Azul. Riser, Aplicaciones adecuadas",UTP,cables_adaptadores,"🔌 Cables, Adaptadores y Convertidores",589.12,441.84,403.97,22.09,CT Internacional,,"Patch cord UTP CAT6A Blindado BELDEN, 5 ft 1.5 metros color Azul. Riser, Aplicaciones adecuadas Sistema blindado IBDN 10GX, TIA Categoría 6A, ISO Clase EA, 10GBASE-T, Esquema de cableado T568A / B-T568A / B, CAF1106005, Compatibilidad RJ45,Conectores y conectores modulares blindados 10GX, paneles de conexión blindados 10GX",,https://static.ctonline.mx/imagenes/ACCBEL640/ACCBEL640_800.jpg
ACCBEL1360,Patch Panel modular BELDEN  AX107477 CAT6a CAT6 CAT5e 12 puertos (vacio) color negro acepta jac,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",7678.12,5758.59,5265.00,287.93,CT Internacional,,Patch Panel modular BELDEN  AX107477 CAT6a CAT6 CAT5e 12 puertos (vacio) color negro acepta jacks estilo keyconnect uso interior montaje en pared,,https://static.ctonline.mx/imagenes/ACCBEL1360/ACCBEL1360_800.jpg
ACCBEL1370,Panel de Conexion BELDEN  ECX-01U / 1UR / 2 Cassettes / 2 Frames,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",5584.07,4188.06,3829.08,209.40,CT Internacional,,Panel de Conexion BELDEN  ECX-01U / 1UR / 2 Cassettes / 2 Frames,,https://static.ctonline.mx/imagenes/ACCBEL1370/ACCBEL1370_800.jpg
ACCBEL110,"Patch Panel BELDEN 24 Puertos CAT6, 1U Precargado. Cuenta con 24 puertos RJ45 listo para conect",BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",7073.19,5304.89,4850.18,265.24,CT Internacional,,"Patch Panel BELDEN 24 Puertos CAT6, 1U Precargado. Cuenta con 24 puertos RJ45 listo para conectarlos. AX103253, Ideal para cable UTP Cat 6. Ocupa 1 unidad de rack. Color negro.",,https://static.ctonline.mx/imagenes/ACCBEL110/ACCBEL110_800.jpg
ACCBEL390,"Patch Panel BELDEN 48 Puertos CAT6, 2U Precargado. Cuenta con 48 puertos RJ45 listo para conect",BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",14351.12,10763.34,9840.77,538.17,CT Internacional,,"Patch Panel BELDEN 48 Puertos CAT6, 2U Precargado. Cuenta con 48 puertos RJ45 listo para conectarlos. AX103255, Ideal para cable UTP Cat 6. Ocupa 2 unidades de rack. Color negro.",,https://static.ctonline.mx/imagenes/ACCBEL390/ACCBEL390_800.jpg
ACCBEL400,"Patch Panel Modular BELDEN CAT6/6A 24 Espacios 1U negro. AX103114, Capacidad para 24 puertos RJ",BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",1140.09,855.07,781.78,42.75,CT Internacional,,"Patch Panel Modular BELDEN CAT6/6A 24 Espacios 1U negro. AX103114, Capacidad para 24 puertos RJ45. Ocupa 1 unidad de rack. Ideal para administración de cables en cableado horizontal. Compatible con módulos Jack RJ45 BELDEN 10GX Cat. 6 y Cat. 5E",,https://static.ctonline.mx/imagenes/ACCBEL400/ACCBEL400_800.jpg
ACCBEL410,Patch Panel modular BELDEN CAT6/6A 48 Espacios 2UR. Cuenta con 48 espacios para módulos Jacks k,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",2356.97,1767.73,1616.21,88.39,CT Internacional,,"Patch Panel modular BELDEN CAT6/6A 48 Espacios 2UR. Cuenta con 48 espacios para módulos Jacks keyconnect RJ-45. Ideal para cable UTP Cat 6/6A. AX103115, Ocupa 2 unidades de rack. Color negro.",,https://static.ctonline.mx/imagenes/ACCBEL410/ACCBEL410_800.jpg
ACCBEL1000,Patch Panel Revconnect BELDEN RVAPPF1U24BK Cat6A 24 Puertos Rj-45 (Precargado) Color Negro,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",10930.85,8198.14,7495.44,409.91,CT Internacional,,Patch Panel Revconnect BELDEN RVAPPF1U24BK Cat6A 24 Puertos Rj-45 (Precargado) Color Negro,,https://static.ctonline.mx/imagenes/ACCBEL1000/ACCBEL1000_800.jpg
ACCBEL490,Patch Panel BELDEN AX103256 CAT 6A 48 Puertos 2U Precargado. Cuenta con 48 puertos RJ45 listo p,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",21072.49,15804.36,14449.70,790.22,CT Internacional,,Patch Panel BELDEN AX103256 CAT 6A 48 Puertos 2U Precargado. Cuenta con 48 puertos RJ45 listo para conectarlos. Ideal para cable UTP Cat 6A. Ocupa 2 unidades de rack. Color titanio.,,https://static.ctonline.mx/imagenes/ACCBEL490/ACCBEL490_800.jpg
ACCBEL540,"Placa de Pared 2 Puertos Universal BELDEN, Color blanca, AX101433, Compatible con una variedad ",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",72.91,54.68,49.99,2.73,CT Internacional,,"Placa de Pared 2 Puertos Universal BELDEN, Color blanca, AX101433, Compatible con una variedad de módulos que son adecuados para usar con Belden Sistemas IBDN 10GX, 4800,3600, 2400 y 1200. Compatible con las tomas modulares de estilo MDVO 10GX, CAT6 y CAT5E y Módulos multimedia MDVO.",,https://static.ctonline.mx/imagenes/ACCBEL540/ACCBEL540_800.jpg
ACCBEL500,"Placa de Pared 2 Puertos Universal BELDEN, Color blanca, AX102655. Cuenta con 2 espacios para c",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",70.73,53.05,48.50,2.65,CT Internacional,,"Placa de Pared 2 Puertos Universal BELDEN, Color blanca, AX102655. Cuenta con 2 espacios para conector modular Belden. Cuenta con ventana de ID transparente.",,https://static.ctonline.mx/imagenes/ACCBEL500/ACCBEL500_800.jpg
ACCBEL020,"Placa de Pared 1 Puerto Universal BELDEN, Color blanca, AX102660. Cuenta con 1 espacio para con",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",71.89,53.92,49.30,2.70,CT Internacional,,"Placa de Pared 1 Puerto Universal BELDEN, Color blanca, AX102660. Cuenta con 1 espacio para conector modular Belden. Cuenta con ventana de ID transparente.",,https://static.ctonline.mx/imagenes/ACCBEL020/ACCBEL020_800.jpg
ACCBEL1020,"Rack Vertical De 2 Postes Belden XDR8419-310N, 7pies De Altura, 45ur, Certificado Ul, Soporta u",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",11540.44,8655.33,7913.45,432.77,CT Internacional,,"Rack Vertical De 2 Postes Belden XDR8419-310N, 7pies De Altura, 45ur, Certificado Ul, Soporta un peso máximo de 1000 lbs, Cuenta con base para fijar en piso, Interior, Construcción de acero",,https://static.ctonline.mx/imagenes/ACCBEL1020/ACCBEL1020_800.jpg
ACCBEL1380,Cassette FX ECX BELDEN Monomodo FCSX12LDFS / OS2 / Azul / LC DUPLEX / 12 Puertos,ECX,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",4020.56,3015.42,2756.95,150.77,CT Internacional,,Cassette FX ECX BELDEN Monomodo FCSX12LDFS / OS2 / Azul / LC DUPLEX / 12 Puertos,,https://static.ctonline.mx/imagenes/ACCBEL1380/ACCBEL1380_800.jpg
ACCBEL840,Conector Modular Jack Rj45 Cat5e Belden AX101315 Estilo Keyconnect Azul Claro,PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",232.68,174.51,159.55,8.73,CT Internacional,,Conector Modular Jack Rj45 Cat5e Belden AX101315 Estilo Keyconnect Azul Claro,,https://static.ctonline.mx/imagenes/ACCBEL840/ACCBEL840_800.jpg
ACCBEL560,Tapa ciega BELDEN para Jack Modular AX101790 cubrepolvo transparente,BELDEN,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",591.92,443.94,405.89,22.20,CT Internacional,,Tapa ciega BELDEN para Jack Modular AX101790 cubrepolvo transparente,,https://static.ctonline.mx/imagenes/ACCBEL560/ACCBEL560_800.jpg
ACCBEL570,"Pinza terminado rapido REVCONNECT BELDEN RVUTT01 10GX/CAT6. Ponchado JACK Y PLUGS REVCONNET, Co",REVCONNECT,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",3866.06,2899.55,2651.02,144.98,CT Internacional,,"Pinza terminado rapido REVCONNECT BELDEN RVUTT01 10GX/CAT6. Ponchado JACK Y PLUGS REVCONNET, Color azul, Uso interior.",,https://static.ctonline.mx/imagenes/ACCBEL570/ACCBEL570_800.jpg
ACCBEL590,"Placa de Pared 4 Puertos KeyConnect BELDEN, Color blanca, AX102249. Cuenta con 4 espacios para ",PC CUSTOM,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",83.28,62.46,57.11,3.12,CT Internacional,,"Placa de Pared 4 Puertos KeyConnect BELDEN, Color blanca, AX102249. Cuenta con 4 espacios para conector modular Belden. Cuenta con ventana de ID transparente.",,https://static.ctonline.mx/imagenes/ACCBEL590/ACCBEL590_800.jpg
ACCENS010,PATCH PANEL ENSON ENS-PA24P6 1UR Precargado CAT6 24 puertos montaje en rack estandar 19 Pulgada,PATCH,conectividad_redes,"🌐 Redes, Routers y Conectividad WiFi",698.02,523.52,478.64,26.18,CT Internacional,,PATCH PANEL ENSON ENS-PA24P6 1UR Precargado CAT6 24 puertos montaje en rack estandar 19 Pulgadas.,,https://static.ctonline.mx/imagenes/ACCENS010/ACCENS010_800.jpg
